x_start,y_start,x_end,y_end,average-velocity,20-perc-velocity,50-perc-velocity,80-perc-velocity,median-velocity-last5,median-velocity-last3,mid-stroke-area-covered,mid-stroke-pressure,mean-resultant-length,direct-end-to-end-distance,length-of-trajectory,ratio-end-to-end-dist-and-length-of-trajectory,stroke-duration,max-perp-distance,direction-of-end-to-end-line,average-direction,20-perc-accel,50-perc-accel,80-perc-accel,median-accel-first5,20-perc-perp-distance,50-perc-perp-distance,80-perc-perp-distance,label
316.01248,310.35342,180.80501,322.40707,178.057077577,0.0,89.1524891372,206.443042877,364.519950689,1030.1362126,1.28,1.0,156.768020025,135.743693858,136.704364781,0.992972638987,0.624000072479,15.3555089943,174.905589537,156.768020025,-13309.5269477,-7155.43607934,0.0,0.0,12.8974295933,13.4409260696,14.1959366181,97982
64.79751,319.33472,190.0292,302.9891,121.824817738,0.0,0.0,121.724453032,774.47113997,1236.65830322,1.28,1.0,12.9301277659,126.293924927,128.100937236,0.985893840059,1.02700018883,643.598405323,-7.43637970072,12.9301277659,-11046.29866,0.0,0.0,0.0,634.888583728,638.87610678,643.598405323,97982
231.27727,300.3742,129.71602,306.91815,564.510646819,0.0,0.0,1483.07752889,1483.07752889,1840.95154862,1.28,1.0,87.4825046368,101.771856538,101.984689885,0.997913085312,0.181999921799,208.378845073,176.313326913,87.4825046368,-73966.6442336,0.0,0.0,0.0,203.853998606,203.93589915,203.93589915,97982
151.52649,282.41165,284.51865,268.03513,679.512157788,0.0,633.166778724,1309.79897405,731.427688672,1335.60726747,1.28,1.0,4.75874892963,133.766957612,134.030137595,0.998036411905,0.184000015259,276.327537502,-6.16974464722,-4.75874892963,-68205.1666502,-18450.9618905,0.0,0.0,266.225037856,272.05636715,276.327537502,97982
288.0997,278.41995,40.129765,364.53683,443.757046468,0.0,372.339793727,717.42692912,717.42692912,1443.27940449,1.28,1.0,131.684868087,262.498010821,271.126316138,0.968176068484,0.570999860764,39.0409264949,160.848520505,131.684868087,-63453.2869196,-34818.4396231,0.0,0.0,10.2668797473,25.7833366501,36.5369226358,97982
109.657326,312.34927,272.38547,311.04724,1032.72350189,0.0,748.430445749,2162.38515485,2162.38515485,2162.38515485,1.28,1.0,0.273842875294,162.733352856,162.74681428,0.999917286101,0.159999847412,389.045512995,-0.458428579358,-0.273842875294,-120065.758514,-43853.4889877,0.0,0.0,388.106699946,388.665765051,389.045512995,97982
185.42056,277.42203,25.790539,285.52637,566.126067219,0.0,585.943656065,892.760320698,791.464004799,1122.78562378,1.28,1.0,178.108730743,159.835615341,160.123286053,0.998203442361,0.258000135422,164.349139006,177.09361601,178.108730743,-78930.0757523,-39406.6057016,0.0,0.0,158.099554528,158.90097264,159.684276349,97982
10.965733,346.2786,216.95076,255.84335,719.624212183,0.0,694.584041982,978.137562612,947.570464711,1984.27843042,1.28,1.0,23.4224338977,224.963032054,227.766981441,0.987689394793,0.298999786377,516.136669598,-23.7032987206,-23.4224338977,-78909.3263614,-42180.9910377,0.0,0.0,443.567633519,484.56039432,516.136669598,97982
288.0997,391.18503,126.24547,424.42963,640.135709641,0.0,670.567456487,1223.16416073,1223.16416073,1774.20340706,1.28,1.0,168.06181378,165.233154052,165.539984114,0.998146489724,0.237999916077,264.792309517,168.392969413,168.06181378,-82598.8470752,-27542.3502079,0.0,0.0,244.051734895,247.134684613,258.402328706,97982
63.800625,376.21622,226.30635,363.964,923.13081452,0.0,758.190409326,1217.09714626,1217.09714626,2120.13262151,1.28,1.0,4.24990929779,162.966952333,163.010629632,0.999732058583,0.166999816895,721.224840603,-4.3116932668,-4.24990929779,-57198.4112294,-36607.2970908,0.0,0.0,704.255707733,716.233671998,721.224840603,97982
305.04672,415.13513,146.49797,425.32684,929.457097812,0.0,730.67277688,1647.93817264,1647.93817264,2182.39534259,1.28,1.0,57.566530908,158.875980184,159.156474271,0.998237620629,0.19100022316,294.717650156,176.322016671,57.566530908,-89370.2977349,-35066.7243908,0.0,0.0,285.644633888,287.655606241,291.467432498,97982
130.5919,432.0998,248.24075,424.9706,255.442843627,0.0,0.0,536.315302326,626.651935846,1427.1388013,1.28,1.0,3.22514842265,117.864657124,118.080227969,0.998174369678,0.407999992371,1105.34834163,-3.46772786007,-3.22514842265,-50758.0854739,0.0,0.0,0.0,1098.46061503,1105.34834163,1105.34834163,97982
316.01248,399.1684,197.66866,379.61307,331.365460165,0.0,201.70929369,549.259894955,628.300908618,1166.68215574,1.28,1.0,43.9287099775,119.948616764,121.665464014,0.985888787222,0.354000091553,285.9754172,-170.617135953,43.9287099775,-40998.8850408,-21387.3528951,0.0,0.0,276.728622909,280.850451439,285.142435632,97982
142.55452,375.2183,230.82901,354.8218,541.890904052,0.0,0.0,1128.50632209,1128.50632209,1037.24582786,1.28,1.0,13.3183210537,90.6002361863,90.674854531,0.999177077867,0.159999847412,963.570424073,-13.0103077933,-13.3183210537,-67662.9863498,0.0,0.0,0.0,924.98492019,949.824546809,963.570424073,97982
